id;fold_0_vote;fold_0_margin;fold_1_vote;fold_1_margin;fold_2_vote;fold_2_margin;fold_3_vote;fold_3_margin;true_votes;mean_margin;DEF
553;FALSE;-4.375000052154064;FALSE;-5.124999776482582;FALSE;-4.375000206753612;FALSE;-4.374999770894647;0;-4.562499951571226;FALSE
555;FALSE;-3.125000074505806;FALSE;-4.125000059604645;FALSE;-3.500000037252903;FALSE;-4.125000026077032;0;-3.7187500493600965;FALSE
556;FALSE;-5.624999879859388;FALSE;-5.874999813968316;FALSE;-5.750000169733539;FALSE;-5.874999947613105;0;-5.781249952793587;FALSE
570;FALSE;-1.6249999850988388;FALSE;-2.124999925494194;FALSE;-1.6249999850988388;FALSE;-1.1250000298023224;0;-1.6249999813735485;FALSE
588;FALSE;-5.249999930150807;FALSE;-6.125000096624717;FALSE;-5.624999888706952;FALSE;-6.25000001094304;0;-5.812499981606379;FALSE
595;FALSE;-0.9999999701976776;FALSE;-0.9999999403953552;FALSE;-0.7499999701976776;FALSE;-1.8750000149011612;0;-1.156249973922968;FALSE
597;FALSE;-3.0000001043081284;FALSE;-3.2500000707805157;FALSE;-2.125000014901161;FALSE;-2.7500000074505806;0;-2.7812500493600965;FALSE
601;FALSE;-5.000000164378434;FALSE;-5.499999879393727;FALSE;-5.374999919906259;FALSE;-5.3749999441206455;0;-5.312499976949766;FALSE
603;FALSE;-6.374999850755557;FALSE;-7.125000029045623;FALSE;-6.124999775085598;FALSE;-6.750000118045136;0;-6.593749943232979;FALSE
610;FALSE;-2.3750000447034836;FALSE;-3.7499999199062586;FALSE;-2.625000111758709;FALSE;-3.6249999403953552;0;-3.0937500041909516;FALSE
611;FALSE;-6.999999872408807;FALSE;-6.874999836785719;FALSE;-6.749999823747203;FALSE;-7.500000180443749;0;-7.031249928346369;FALSE
652;FALSE;-5.249999921768904;FALSE;-6.875000103376806;FALSE;-5.624999997206032;FALSE;-5.999999823747203;0;-5.937499961524736;FALSE
663;FALSE;-3.374999910593033;FALSE;-4.249999797903001;FALSE;-3.3750000298023224;FALSE;-4.375000179745257;0;-3.8437499795109034;FALSE
670;FALSE;-5.624999881722033;FALSE;-5.000000052154064;FALSE;-5.124999888241291;FALSE;-6.00000015902333;0;-5.4374999952851795;FALSE
678;FALSE;-0.6249999701976776;FALSE;-1.1250000596046448;FALSE;-0.5;FALSE;-1.0000000298023224;0;-0.8125000149011612;FALSE
691;FALSE;-3.2500000335276127;FALSE;-4.125000108033419;FALSE;-3.125000037252903;FALSE;-3.375000011175871;0;-3.4687500474974513;FALSE
708;FALSE;-6.499999930616468;FALSE;-7.125000232306775;FALSE;-6.374999847263098;FALSE;-7.12499991664663;0;-6.781249981708243;FALSE
712;FALSE;-0.9999999403953552;FALSE;-1.2500000596046448;FALSE;-0.7500000298023224;FALSE;-1.3750000596046448;0;-1.0937500223517418;FALSE
717;FALSE;-2.6250000447034836;FALSE;-3.000000100582838;FALSE;-2.3749999329447746;FALSE;-2.6249999925494194;0;-2.656250017695129;FALSE
722;FALSE;-3.6250001043081284;FALSE;-3.750000113621354;FALSE;-4.375000081956387;FALSE;-3.1249999403953552;0;-3.718750060070306;FALSE
723;FALSE;-8.937500382438884;FALSE;-8.999999698193278;FALSE;-9.374999699473847;FALSE;-9.375000248342985;0;-9.171875007112249;FALSE
732;FALSE;-0.8750000596046448;FALSE;-0.7499999701976776;FALSE;-0.7500000298023224;FALSE;-0.5000000298023224;0;-0.7187500223517418;FALSE
736;FALSE;-2.3750000298023224;FALSE;-2.9999999068677425;FALSE;-1.8749999403953552;FALSE;-2.7499999180436134;0;-2.4999999487772584;FALSE
743;FALSE;-1.9999999552965164;FALSE;-3.125000052154064;FALSE;-1.75;FALSE;-2.7500000037252903;0;-2.4062500027939677;FALSE
744;FALSE;-2.999999988824129;FALSE;-3.125000037252903;FALSE;-2.2500000670552254;FALSE;-3.499999985098839;0;-2.968750019557774;FALSE
747;FALSE;-7.5000002204906195;FALSE;-8.374999683379428;FALSE;-7.624999818159267;FALSE;-6.749999877647497;0;-7.562499899919203;FALSE
756;FALSE;-3.7499999906867743;FALSE;-4.375000135973096;FALSE;-3.74999993853271;FALSE;-3.9999999813735485;0;-3.968750011641532;FALSE
760;TRUE;0.6250000596046448;TRUE;0.8749999701976776;TRUE;0.6249999701976776;TRUE;0.625;4;0.6875;TRUE
762;FALSE;-5.499999871943146;FALSE;-4.874999945051968;FALSE;-4.750000048428774;FALSE;-5.500000081025064;0;-5.156249986612238;FALSE
766;FALSE;-1.75;FALSE;-2.6250001043081284;FALSE;-1.375;FALSE;-2.625000014901161;0;-2.0937500298023224;FALSE
770;FALSE;-3.124999899417162;FALSE;-4.125000027939677;FALSE;-2.2499998956918716;FALSE;-3.624999973922968;0;-3.2812499492429197;FALSE
772;FALSE;-2.4999999031424522;FALSE;-3.374999951571226;FALSE;-2.499999962747097;FALSE;-3.3749999552965164;0;-2.937499943189323;FALSE
777;FALSE;-1.2500000596046448;FALSE;-1.0000000596046448;FALSE;-1.1250000298023224;FALSE;-1.6249999552965164;0;-1.250000026077032;FALSE
780;FALSE;-3.9999999441206455;FALSE;-5.500000183470547;FALSE;-3.9999999664723873;FALSE;-4.5000001434236765;0;-4.500000059371814;FALSE
781;FALSE;-5.625000161118805;FALSE;-7.812500234635081;FALSE;-5.874999966705218;FALSE;-6.124999973690137;0;-6.35937508403731;FALSE
783;FALSE;-1.0000000298023224;FALSE;-1.6250000149011612;FALSE;-1.0000000596046448;FALSE;-0.8750000596046448;0;-1.1250000409781933;FALSE
785;FALSE;-2.124999947845936;FALSE;-3.374999973922968;FALSE;-2.8750000819563866;FALSE;-3.6250001061707735;0;-3.000000027474016;FALSE
791;FALSE;-5.125000208150595;FALSE;-6.562500161118805;FALSE;-5.999999922700226;FALSE;-5.625000074971467;0;-5.828125091735274;FALSE
794;FALSE;-5.000000022351742;FALSE;-6.000000171130523;FALSE;-5.000000214204192;FALSE;-5.375000009313226;0;-5.343750104249921;FALSE
796;FALSE;-5.250000123865902;FALSE;-4.874999930150807;FALSE;-4.9999999441206455;FALSE;-5.124999986030161;0;-5.062499996041879;FALSE
797;FALSE;-5.000000231899321;FALSE;-5.624999966938049;FALSE;-4.749999816529453;FALSE;-5.375000124797225;0;-5.187500035041012;FALSE
801;FALSE;-2.4999999403953552;FALSE;-3.000000100582838;FALSE;-2.5;FALSE;-3.0000000931322575;0;-2.7500000335276127;FALSE
804;FALSE;-0.75;FALSE;-1.625;FALSE;-0.625;FALSE;-1.4999999701976776;0;-1.1249999925494194;FALSE
805;FALSE;-5.249999986030161;FALSE;-6.24999986612238;FALSE;-5.625000013504177;FALSE;-5.625000216299668;0;-5.687500020489097;FALSE
808;FALSE;-2.749999951571226;FALSE;-3.3750001154839993;FALSE;-2.499999962747097;FALSE;-3.375000048428774;0;-3.000000019557774;FALSE
815;FALSE;-4.499999790452421;FALSE;-5.999999868916348;FALSE;-4.6250001499429345;FALSE;-5.249999854248017;0;-5.09374991588993;FALSE
817;FALSE;0.0;TRUE;0.8750000596046448;TRUE;0.6250000298023224;TRUE;1.5000000298023224;3;0.7500000298023224;TRUE
830;FALSE;-2.375;FALSE;-3.2499999068677425;FALSE;-3.0000000447034836;FALSE;-4.375000094994903;0;-3.250000011641532;FALSE
832;FALSE;-5.249999809078872;FALSE;-6.125000073108822;FALSE;-4.750000171363354;FALSE;-6.125000207219273;0;-5.56250006519258;FALSE
843;FALSE;-3.874999888241291;FALSE;-4.375000198371708;FALSE;-4.124999966472387;FALSE;-4.749999919906259;0;-4.281249993247911;FALSE
846;FALSE;-4.50000015180558;FALSE;-4.375000001862645;FALSE;-3.2499999441206455;FALSE;-3.8749998807907104;0;-3.999999994644895;FALSE
866;FALSE;-1.0000000298023224;FALSE;-2.3749999701976776;FALSE;-0.7500000298023224;FALSE;-2.249999910593033;0;-1.5937499850988388;FALSE
872;FALSE;-3.999999912455678;FALSE;-4.3749999506399035;FALSE;-4.125000040978193;FALSE;-4.249999908730388;0;-4.187499953201041;FALSE
875;FALSE;-3.5000000689178705;FALSE;-3.8750000540167093;FALSE;-2.8749999813735485;FALSE;-2.9999999180436134;0;-3.3125000055879354;FALSE
881;FALSE;-2.625000052154064;FALSE;-2.7500000707805157;FALSE;-3.1249999403953552;FALSE;-3.3750000186264515;0;-2.9687500204890966;FALSE
889;FALSE;-4.125000201165676;FALSE;-3.6249999720603228;FALSE;-4.125000165775418;FALSE;-4.749999797903001;0;-4.156250034226105;FALSE
890;FALSE;-5.6250000551808625;FALSE;-5.250000223051757;FALSE;-5.624999913852662;FALSE;-5.749999762745574;0;-5.562499988707714;FALSE
894;FALSE;-3.62499993853271;FALSE;-4.625000173225999;FALSE;-3.5000000819563866;FALSE;-4.499999886378646;0;-4.062500020023435;FALSE
897;FALSE;-4.874999796971679;FALSE;-5.624999878928065;FALSE;-4.750000201165676;FALSE;-5.999999976251274;0;-5.312499963329174;FALSE
899;FALSE;-4.250000135973096;FALSE;-4.3749999506399035;FALSE;-4.624999959021807;FALSE;-4.249999972060323;0;-4.375000004423782;FALSE
908;FALSE;-0.875;FALSE;-1.25;FALSE;-1.5000000298023224;FALSE;-1.5000000298023224;0;-1.2812500149011612;FALSE
910;FALSE;-5.500000187661499;FALSE;-6.000000077299774;FALSE;-5.6250002009328455;FALSE;-5.375000154599547;0;-5.625000155123416;FALSE
921;FALSE;-0.75;FALSE;-0.5;FALSE;-0.5;FALSE;-1.2499999701976776;0;-0.7499999925494194;FALSE
926;FALSE;-0.5;FALSE;-1.2500000596046448;FALSE;-0.25;FALSE;-0.5;0;-0.6250000149011612;FALSE
931;FALSE;-2.125000089406967;FALSE;-2.249999962747097;FALSE;-1.874999925494194;FALSE;-1.7500000298023224;0;-2.000000001862645;FALSE
932;FALSE;-5.750000039348379;FALSE;-7.250000195868779;FALSE;-4.750000235624611;FALSE;-5.874999845866114;0;-5.906250079176971;FALSE
937;FALSE;-4.125000037252903;FALSE;-5.5000002309679985;FALSE;-4.1249998062849045;FALSE;-5.00000006519258;0;-4.6875000349245965;FALSE
942;FALSE;-0.5;FALSE;-1.2500000596046448;FALSE;-0.125;FALSE;-0.25;0;-0.5312500149011612;FALSE
945;FALSE;-3.6250000074505806;FALSE;-3.7500000949949026;FALSE;-3.9999999329447746;FALSE;-4.37500018812716;0;-3.9375000558793545;FALSE
964;FALSE;-0.125;FALSE;-0.375;FALSE;-0.25;FALSE;0.0;0;-0.1875;FALSE
968;FALSE;-3.375000026077032;FALSE;-5.249999970663339;FALSE;-3.6249999348074198;FALSE;-4.124999923631549;0;-4.093749963794835;FALSE
969;FALSE;-1.2500000298023224;FALSE;-1.3750000149011612;FALSE;-1.7500000447034836;FALSE;-2.749999985098839;0;-1.7812500186264515;FALSE
978;FALSE;-2.750000014901161;FALSE;-2.499999947845936;FALSE;-2.500000037252903;FALSE;-2.6249998956918716;0;-2.593749973922968;FALSE
985;FALSE;-1.0;FALSE;-1.1249999403953552;FALSE;-0.7499999701976776;FALSE;-0.4999999701976776;0;-0.8437499701976776;FALSE
1010;FALSE;-6.49999985541217;FALSE;-7.4375002136221156;FALSE;-7.125000030733645;FALSE;-6.500000224565156;0;-6.890625081083272;FALSE
1025;FALSE;-2.8749999701976776;FALSE;-2.875000037252903;FALSE;-2.625000014901161;FALSE;-3.374999888241291;0;-2.937499977648258;FALSE
1026;FALSE;-4.874999965541065;FALSE;-5.125000230036676;FALSE;-4.874999998137355;FALSE;-4.750000147148967;0;-4.906250085216016;FALSE
1040;FALSE;-5.374999898485839;FALSE;-6.124999832129106;FALSE;-6.000000205822289;FALSE;-6.249999766005203;0;-5.937499925610609;FALSE
1042;TRUE;1.25;TRUE;1.4999999403953552;TRUE;1.2499999701976776;TRUE;1.0000000298023224;4;1.2499999850988388;TRUE
1054;FALSE;-1.7500000298023224;FALSE;-1.875000074505806;FALSE;-1.6249999701976776;FALSE;-2.125000037252903;0;-1.8437500279396772;FALSE
1055;FALSE;-2.3749999701976776;FALSE;-2.500000089406967;FALSE;-1.9999999105930328;FALSE;-2.499999947845936;0;-2.3437499795109034;FALSE
1068;FALSE;-3.6249998826533556;FALSE;-4.000000081956387;FALSE;-4.250000149011612;FALSE;-3.75;0;-3.9062500284053385;FALSE
1069;FALSE;-3.374999925494194;FALSE;-4.000000048428774;FALSE;-3.624999927356839;FALSE;-4.37500012293458;0;-3.8437500060535967;FALSE
1072;FALSE;-0.8750000596046448;FALSE;-0.4999999701976776;FALSE;-0.125;FALSE;-0.625;0;-0.5312500074505806;FALSE
1084;FALSE;-5.5000001336447895;FALSE;-4.124999936670065;FALSE;-5.000000074505806;FALSE;-4.874999776482582;0;-4.874999980325811;FALSE
1086;FALSE;-3.3750000186264515;FALSE;-4.3749999944120646;FALSE;-4.124999914318323;FALSE;-4.625000034458935;0;-4.124999990453944;FALSE
1089;FALSE;-2.1249999552965164;FALSE;-3.3750000186264515;FALSE;-1.875;FALSE;-2.2499999403953552;0;-2.406249978579581;FALSE
1093;FALSE;-1.7500000149011612;FALSE;-2.624999910593033;FALSE;-1.2500000298023224;FALSE;-2.374999925494194;0;-1.9999999701976776;FALSE
1095;FALSE;-4.874999975785613;FALSE;-5.37500003632158;FALSE;-5.624999989755452;FALSE;-5.875000233994797;0;-5.4375000589643605;FALSE
102;FALSE;-3.74999993853271;FALSE;-4.4999999441206455;FALSE;-3.875000014901161;FALSE;-4.5000002309679985;0;-4.156250032130629;FALSE
122;FALSE;-3.374999910593033;FALSE;-3.3750000968575478;FALSE;-2.8750000298023224;FALSE;-4.249999988824129;0;-3.468750006519258;FALSE
125;FALSE;-4.749999889172614;FALSE;-6.250000016763806;FALSE;-5.375000210478902;FALSE;-5.6249998703133315;0;-5.499999996682163;FALSE
128;FALSE;-6.374999928986654;FALSE;-6.374999766936526;FALSE;-7.125000127241947;FALSE;-7.125000021129381;0;-6.749999961073627;FALSE
140;FALSE;-6.500000212108716;FALSE;-7.50000023166649;FALSE;-6.999999783234671;FALSE;-6.124999981140718;0;-6.781250052037649;FALSE
142;FALSE;-3.5000000651925802;FALSE;-5.000000160187483;FALSE;-3.499999914318323;FALSE;-3.7500000074505806;0;-3.9375000367872417;FALSE
161;FALSE;-3.750000102445483;FALSE;-4.00000000372529;FALSE;-3.4999998826533556;FALSE;-3.6249999031424522;0;-3.7187499729916453;FALSE
164;FALSE;-4.374999949708581;FALSE;-6.500000007450581;FALSE;-4.4999999376013875;FALSE;-5.000000078231096;0;-5.093749993247911;FALSE
170;FALSE;-3.1249998845160007;FALSE;-3.7499998919665813;FALSE;-3.6250000540167093;FALSE;-3.9999998565763235;0;-3.6249999217689037;FALSE
171;FALSE;-2.9999999962747097;FALSE;-3.374999947845936;FALSE;-2.4999999403953552;FALSE;-2.6250000596046448;0;-2.8749999860301614;FALSE
188;FALSE;-6.749999831430614;FALSE;-7.312499835155904;FALSE;-6.50000023317989;FALSE;-6.375000228756107;0;-6.734375032130629;FALSE
219;FALSE;-4.999999796971679;FALSE;-5.75000003981404;FALSE;-4.874999896157533;FALSE;-5.374999764375389;0;-5.24999987432966;FALSE
221;FALSE;-1.8749999105930328;FALSE;-2.125000022351742;FALSE;-2.5000001043081284;FALSE;-2.625000111758709;0;-2.281250037252903;FALSE
231;FALSE;-3.4999998845160007;FALSE;-5.124999937135726;FALSE;-3.87499993853271;FALSE;-4.250000017695129;0;-4.1874999444698915;FALSE
236;FALSE;-4.500000135973096;FALSE;-6.4999999741557986;FALSE;-6.125000063097104;FALSE;-3.9999999180436134;0;-5.281250022817403;FALSE
241;FALSE;-5.374999777413905;FALSE;-5.999999858206138;FALSE;-5.375000145286322;FALSE;-6.250000010011718;0;-5.7499999477295205;FALSE
249;FALSE;-6.500000194995664;FALSE;-7.249999943072908;FALSE;-6.499999847030267;FALSE;-6.62500008859206;0;-6.718750018422725;FALSE
255;FALSE;-4.250000154599547;FALSE;-3.6250001154839993;FALSE;-4.4999999748542905;FALSE;-3.875000052154064;0;-4.062500074272975;FALSE
271;FALSE;-2.9999999552965164;FALSE;-3.374999910593033;FALSE;-2.874999936670065;FALSE;-3.624999964609742;0;-3.218749941792339;FALSE
275;FALSE;-5.124999904073775;FALSE;-6.6249999408610165;FALSE;-6.499999819556251;FALSE;-6.250000107800588;0;-6.124999943072908;FALSE
277;FALSE;-3.749999998137355;FALSE;-4.375000154599547;FALSE;-4.250000047497451;FALSE;-3.2499999962747097;0;-3.906250049127266;FALSE
279;FALSE;-3.2499999292194843;FALSE;-3.2499999031424522;FALSE;-3.2499999068677425;FALSE;-3.7499999571591616;0;-3.37499992409721;FALSE
284;FALSE;-5.3749999441206455;FALSE;-6.0000000689178705;FALSE;-4.875000123400241;FALSE;-6.00000014109537;0;-5.562500069383532;FALSE
288;FALSE;-4.249999861232936;FALSE;-3.750000085681677;FALSE;-4.000000232830644;FALSE;-3.2500000074505806;0;-3.8125000467989594;FALSE
289;FALSE;-3.125000089406967;FALSE;-3.25;FALSE;-3.1250001080334187;FALSE;-3.6249999459832907;0;-3.281250035855919;FALSE
292;FALSE;-4.3749999441206455;FALSE;-5.3750000898726285;FALSE;-4.374999939464033;FALSE;-4.374999929219484;0;-4.624999975669198;FALSE
299;FALSE;-5.499999778345227;FALSE;-5.250000187661499;FALSE;-5.500000124797225;FALSE;-5.749999990453944;0;-5.500000020314474;FALSE
314;FALSE;-7.187500077416189;FALSE;-7.249999922176357;FALSE;-7.374999939755071;FALSE;-6.499999820487574;0;-7.078124939958798;FALSE
317;FALSE;-2.1250000596046448;FALSE;-2.4999998807907104;FALSE;-2.374999947845936;FALSE;-2.9999999068677425;0;-2.4999999487772584;FALSE
324;FALSE;-2.6250001043081284;FALSE;-2.9999999590218067;FALSE;-1.8749999701976776;FALSE;-2.250000037252903;0;-2.437500017695129;FALSE
327;FALSE;-6.374999970314093;FALSE;-7.749999783351086;FALSE;-6.374999978928827;FALSE;-5.875000204425305;0;-6.593749984254828;FALSE
329;FALSE;-8.187500432803063;FALSE;-8.49999994962127;FALSE;-8.250000455765985;FALSE;-9.249999769293936;0;-8.546875151871063;FALSE
332;FALSE;0.0;FALSE;-0.25;FALSE;0.0;TRUE;0.5;1;0.0625;FALSE
333;FALSE;-6.1250002277083695;FALSE;-6.625000176019967;FALSE;-6.374999929219484;FALSE;-6.875000089639798;0;-6.500000105646905;FALSE
341;FALSE;-5.375000114552677;FALSE;-7.562500134168658;FALSE;-6.499999934458174;FALSE;-6.124999899417162;0;-6.390625020649168;FALSE
342;FALSE;-4.6249999813735485;FALSE;-5.74999994924292;FALSE;-4.374999945051968;FALSE;-4.624999997206032;0;-4.843749968218617;FALSE
363;FALSE;-3.624999888241291;FALSE;-5.625000044703484;FALSE;-4.375000013038516;FALSE;-4.9999998500570655;0;-4.656249949010089;FALSE
376;FALSE;-5.2500002309679985;FALSE;-6.49999990791548;FALSE;-4.874999953433871;FALSE;-6.124999899417162;0;-5.687499997933628;FALSE
384;FALSE;-4.874999891035259;FALSE;-6.499999783467501;FALSE;-4.1249997820705175;FALSE;-5.1250001774169505;0;-5.156249908497557;FALSE
387;FALSE;-8.812500052241376;FALSE;-9.874999939434929;FALSE;-9.75000039319275;FALSE;-8.750000268162694;0;-9.296875163257937;FALSE
397;FALSE;-6.3749997827690095;FALSE;-6.499999994644895;FALSE;-6.750000082189217;FALSE;-6.375000041211024;0;-6.4999999752035365;FALSE
856807764357648;FALSE;-2.124999947845936;FALSE;-2.250000074505806;FALSE;-2.3750001043081284;FALSE;-1.9999999403953552;0;-2.1875000167638063;FALSE
858281024210322;FALSE;-5.375000108964741;FALSE;-4.999999837018549;FALSE;-5.249999832361937;FALSE;-5.500000043772161;0;-5.281249955529347;FALSE
1064801483558274;FALSE;-5.249999788589776;FALSE;-5.749999767867848;FALSE;-5.249999858438969;FALSE;-4.874999959021807;0;-5.2812498434796;FALSE
1052437511461338;FALSE;-5.500000168569386;FALSE;-5.875000107567757;FALSE;-5.124999768100679;FALSE;-6.2500002280576155;0;-5.687500068073859;FALSE
1056479314390491;FALSE;-1.6249999701976776;FALSE;-1.8750000298023224;FALSE;-1.9999999403953552;FALSE;-2.124999947845936;0;-1.9062499720603228;FALSE
885913861447038;FALSE;-3.125000026077032;FALSE;-3.8749999199062586;FALSE;-3.499999977648258;FALSE;-3.499999973922968;0;-3.499999974388629;FALSE
1134432016595220;FALSE;-1.7499999850988388;FALSE;-2.7500000558793545;FALSE;-1.9999998807907104;FALSE;-2.2500000298023224;0;-2.1874999878928065;FALSE
856827454355679;FALSE;-1.3750000298023224;FALSE;-1.6250000149011612;FALSE;-1.3749999850988388;FALSE;-1.6249999850988388;0;-1.5000000037252903;FALSE
885883718116719;FALSE;-8.062500312516931;FALSE;-8.500000385727617;FALSE;-8.249999575258698;FALSE;-8.31249967610347;0;-8.28124998740168;FALSE
1096354510402971;FALSE;-3.250000063329935;FALSE;-3.6250000800937414;FALSE;-2.6250001192092896;FALSE;-3.125000022351742;0;-3.156250071246177;FALSE
1120371751334580;FALSE;-0.375;FALSE;-0.5;TRUE;0.125;FALSE;-0.5;1;-0.3125;FALSE
1012236578814765;FALSE;-0.8750000298023224;FALSE;-1.3750000149011612;FALSE;-0.375;FALSE;-0.375;0;-0.7500000111758709;FALSE
1035362819835474;FALSE;-4.000000016763806;FALSE;-3.999999823048711;FALSE;-4.249999948777258;FALSE;-3.8749999217689037;0;-4.03124992758967;FALSE
1035126419859114;FALSE;-4.75000003259629;FALSE;-5.250000084750354;FALSE;-4.375000023283064;FALSE;-6.249999868334271;0;-5.156250002240995;FALSE
1035475253157564;TRUE;0.375;TRUE;1.0000000596046448;TRUE;0.25;TRUE;0.7499999403953552;4;0.59375;TRUE
882296985142059;FALSE;-5.9999997853301466;FALSE;-6.125000036554411;FALSE;-6.125000023748726;FALSE;-5.874999859370291;0;-6.031249926250894;FALSE
993976680640755;FALSE;-5.625000194646418;FALSE;-6.249999977415428;FALSE;-7.250000019848812;FALSE;-6.875000079511665;0;-6.500000067855581;FALSE
857155587656199;FALSE;-3.7500000055879354;FALSE;-3.3749999403953552;FALSE;-3.2499999664723873;FALSE;-4.750000006519258;0;-3.781249979743734;FALSE
885816324790125;FALSE;-5.749999817926437;FALSE;-6.12500003981404;FALSE;-6.375000055646524;FALSE;-6.374999925494194;0;-6.156249959720299;FALSE
982714731766950;FALSE;-4.999999864958227;FALSE;-5.374999852385372;FALSE;-4.499999891966581;FALSE;-5.375000001862645;0;-5.062499902793206;FALSE
1065896900115399;FALSE;-3.0000000931322575;FALSE;-3.000000074505806;FALSE;-3.2499998919665813;FALSE;-4.250000115483999;0;-3.375000043772161;FALSE
856850777686680;FALSE;-0.7499999403953552;FALSE;-0.25;TRUE;0.375;FALSE;-0.7499999701976776;1;-0.3437499776482582;FALSE
1057973827574373;FALSE;-1.9999999105930328;FALSE;-2.7499999701976776;FALSE;-2.0000000447034836;FALSE;-3.3750000670552254;0;-2.531249998137355;FALSE
894902177214873;FALSE;-3.750000098720193;FALSE;-3.0000001080334187;FALSE;-3.0000000409781933;FALSE;-3.499999962747097;0;-3.3125000526197255;FALSE
1111604542211301;FALSE;-3.3750000298023224;FALSE;-3.1249999180436134;FALSE;-3.125;FALSE;-3.8750001061707735;0;-3.3750000135041773;FALSE
982699218435168;FALSE;-1.1249999701976776;FALSE;-1.375;FALSE;-1.125;FALSE;-1.8749999552965164;0;-1.3749999813735485;FALSE
1111344048904017;FALSE;-9.500000011350494;FALSE;-9.937500136657036;FALSE;-10.25000036766869;FALSE;-9.62500000410364;0;-9.828125129944965;FALSE
856759284362496;FALSE;-1.8750000447034836;FALSE;-2.1249999552965164;FALSE;-1.5000000298023224;FALSE;-1.8749999403953552;0;-1.8437499925494194;FALSE
1063820983656324;FALSE;-2.500000111758709;FALSE;-2.500000074505806;FALSE;-1.8750000894069672;FALSE;-1.8750000596046448;0;-2.1875000838190317;FALSE
