id,description,DEF,predicted_label,reply,prompt,fold,error_type
1698,@speis_oo Besser als mit den Affen hier! 🤡,True,False, False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (§§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Step 1: A defamatory object can be a living individual, a group of persons that is distinguishable from the general public such that every member of that group could feel their honor is infringed or collective entities such as governments or press companies with a recognised social role and who act with a collective, single will.\nIs there a defamatory object in this statement? \nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 2\n\nStep 2: A disparaging statement is a statement which interferes with the potential victim's right to honour. It is already fulfilled by expressing contempt or disrespect through the allegation of shortcomings that could reduce the victim’s social standing.\nIs there a disparaging statement directed towards the defamatory object?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 3\n\nStep 3: A factual claim is a stetement that can be proven to be true or untrue in front of a court. A value judgment constitutes and expression of personal opinions.\nIs it primarily a value judgement and NOT primarily a factual claim?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 4\n\nStep 4: An abusive insult is a statement that constitutes breaking a taboo by itself and intends only the defamation of the victim without any substantiated contribution.\nIs the statement an abusive insult?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → Step 5\n\nStep 5: A statement is of public interest if it contains a contribution to the public discourse with respect to a particular relevant topic of public interest.\nIs the statement of public interest?\nYes → STOP (NOT criminally relevant according to §§185-187 StGB)\nNo → Step 6\n\nStep 6: A statement is considered abusive criticism if it goes beyond plausible criticism by primarily intending to abusively offend the victim, hereby neglecting a substantiated contribution.\nIs the statement abusive criticism?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\n\n\nAccording to this decision schema, decide whether the following text is criminally revant according to §§185-187 StGB (Defamatory Offense). Answer only with 'True' (criminally relevant according to §§185-187 StGB) or 'False' (not criminally relevant according to §§185-187 StGB).""}, {""role"": ""user"", ""content"": ""@speis_oo Besser als mit den Affen hier! 🤡""}]",1,FN
1703,Hat die schäbige fotze schön ein auf ihre Hunde Gesicht bekommen und dann alles verstanden.. Sie hat aber Glück das der Fahrer keine zeit hatte..,True,False, False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (§§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Step 1: A defamatory object can be a living individual, a group of persons that is distinguishable from the general public such that every member of that group could feel their honor is infringed or collective entities such as governments or press companies with a recognised social role and who act with a collective, single will.\nIs there a defamatory object in this statement? \nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 2\n\nStep 2: A disparaging statement is a statement which interferes with the potential victim's right to honour. It is already fulfilled by expressing contempt or disrespect through the allegation of shortcomings that could reduce the victim’s social standing.\nIs there a disparaging statement directed towards the defamatory object?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 3\n\nStep 3: A factual claim is a stetement that can be proven to be true or untrue in front of a court. A value judgment constitutes and expression of personal opinions.\nIs it primarily a value judgement and NOT primarily a factual claim?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 4\n\nStep 4: An abusive insult is a statement that constitutes breaking a taboo by itself and intends only the defamation of the victim without any substantiated contribution.\nIs the statement an abusive insult?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → Step 5\n\nStep 5: A statement is of public interest if it contains a contribution to the public discourse with respect to a particular relevant topic of public interest.\nIs the statement of public interest?\nYes → STOP (NOT criminally relevant according to §§185-187 StGB)\nNo → Step 6\n\nStep 6: A statement is considered abusive criticism if it goes beyond plausible criticism by primarily intending to abusively offend the victim, hereby neglecting a substantiated contribution.\nIs the statement abusive criticism?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\n\n\nAccording to this decision schema, decide whether the following text is criminally revant according to §§185-187 StGB (Defamatory Offense). Answer only with 'True' (criminally relevant according to §§185-187 StGB) or 'False' (not criminally relevant according to §§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Hat die schäbige fotze schön ein auf ihre Hunde Gesicht bekommen und dann alles verstanden.. Sie hat aber Glück das der Fahrer keine zeit hatte..""}]",1,FN
1704,@Satokolover88 Sexxe ratte,True,False, False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (§§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Step 1: A defamatory object can be a living individual, a group of persons that is distinguishable from the general public such that every member of that group could feel their honor is infringed or collective entities such as governments or press companies with a recognised social role and who act with a collective, single will.\nIs there a defamatory object in this statement? \nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 2\n\nStep 2: A disparaging statement is a statement which interferes with the potential victim's right to honour. It is already fulfilled by expressing contempt or disrespect through the allegation of shortcomings that could reduce the victim’s social standing.\nIs there a disparaging statement directed towards the defamatory object?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 3\n\nStep 3: A factual claim is a stetement that can be proven to be true or untrue in front of a court. A value judgment constitutes and expression of personal opinions.\nIs it primarily a value judgement and NOT primarily a factual claim?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 4\n\nStep 4: An abusive insult is a statement that constitutes breaking a taboo by itself and intends only the defamation of the victim without any substantiated contribution.\nIs the statement an abusive insult?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → Step 5\n\nStep 5: A statement is of public interest if it contains a contribution to the public discourse with respect to a particular relevant topic of public interest.\nIs the statement of public interest?\nYes → STOP (NOT criminally relevant according to §§185-187 StGB)\nNo → Step 6\n\nStep 6: A statement is considered abusive criticism if it goes beyond plausible criticism by primarily intending to abusively offend the victim, hereby neglecting a substantiated contribution.\nIs the statement abusive criticism?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\n\n\nAccording to this decision schema, decide whether the following text is criminally revant according to §§185-187 StGB (Defamatory Offense). Answer only with 'True' (criminally relevant according to §§185-187 StGB) or 'False' (not criminally relevant according to §§185-187 StGB).""}, {""role"": ""user"", ""content"": ""@Satokolover88 Sexxe ratte""}]",3,FN
1711,"Mehr ist die auch nicht Wert, das Stück Müll",True,False, False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (§§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Step 1: A defamatory object can be a living individual, a group of persons that is distinguishable from the general public such that every member of that group could feel their honor is infringed or collective entities such as governments or press companies with a recognised social role and who act with a collective, single will.\nIs there a defamatory object in this statement? \nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 2\n\nStep 2: A disparaging statement is a statement which interferes with the potential victim's right to honour. It is already fulfilled by expressing contempt or disrespect through the allegation of shortcomings that could reduce the victim’s social standing.\nIs there a disparaging statement directed towards the defamatory object?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 3\n\nStep 3: A factual claim is a stetement that can be proven to be true or untrue in front of a court. A value judgment constitutes and expression of personal opinions.\nIs it primarily a value judgement and NOT primarily a factual claim?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 4\n\nStep 4: An abusive insult is a statement that constitutes breaking a taboo by itself and intends only the defamation of the victim without any substantiated contribution.\nIs the statement an abusive insult?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → Step 5\n\nStep 5: A statement is of public interest if it contains a contribution to the public discourse with respect to a particular relevant topic of public interest.\nIs the statement of public interest?\nYes → STOP (NOT criminally relevant according to §§185-187 StGB)\nNo → Step 6\n\nStep 6: A statement is considered abusive criticism if it goes beyond plausible criticism by primarily intending to abusively offend the victim, hereby neglecting a substantiated contribution.\nIs the statement abusive criticism?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\n\n\nAccording to this decision schema, decide whether the following text is criminally revant according to §§185-187 StGB (Defamatory Offense). Answer only with 'True' (criminally relevant according to §§185-187 StGB) or 'False' (not criminally relevant according to §§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Mehr ist die auch nicht Wert, das Stück Müll""}]",0,FN
1719,Eine Kugel reicht für dieses matschhirn,True,False, False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (§§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Step 1: A defamatory object can be a living individual, a group of persons that is distinguishable from the general public such that every member of that group could feel their honor is infringed or collective entities such as governments or press companies with a recognised social role and who act with a collective, single will.\nIs there a defamatory object in this statement? \nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 2\n\nStep 2: A disparaging statement is a statement which interferes with the potential victim's right to honour. It is already fulfilled by expressing contempt or disrespect through the allegation of shortcomings that could reduce the victim’s social standing.\nIs there a disparaging statement directed towards the defamatory object?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 3\n\nStep 3: A factual claim is a stetement that can be proven to be true or untrue in front of a court. A value judgment constitutes and expression of personal opinions.\nIs it primarily a value judgement and NOT primarily a factual claim?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 4\n\nStep 4: An abusive insult is a statement that constitutes breaking a taboo by itself and intends only the defamation of the victim without any substantiated contribution.\nIs the statement an abusive insult?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → Step 5\n\nStep 5: A statement is of public interest if it contains a contribution to the public discourse with respect to a particular relevant topic of public interest.\nIs the statement of public interest?\nYes → STOP (NOT criminally relevant according to §§185-187 StGB)\nNo → Step 6\n\nStep 6: A statement is considered abusive criticism if it goes beyond plausible criticism by primarily intending to abusively offend the victim, hereby neglecting a substantiated contribution.\nIs the statement abusive criticism?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\n\n\nAccording to this decision schema, decide whether the following text is criminally revant according to §§185-187 StGB (Defamatory Offense). Answer only with 'True' (criminally relevant according to §§185-187 StGB) or 'False' (not criminally relevant according to §§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Eine Kugel reicht für dieses matschhirn""}]",2,FN
1777,"""Alles, was vor dem Holocaust war"" - war ein heimatloses vagabundierendes Volk, welches sich profitstrebend in andere Volksköper einnistete. - Und nach dem sogenannten Holocaust bekamen sie durch die Mitwirkung der Nationalsozialisten erstmals wieder eine Heimstadt, und in Folge ständige ununterbrochene Widergutmachungszahlungen aus Deutschland. Des gleichen erzogen sie die ganze Welt nur jüdisches Leid wahrzunehmen. Fazit: Sie verdanken dem nationalsozialistischem System unendlich viel!",True,False, False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (§§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Step 1: A defamatory object can be a living individual, a group of persons that is distinguishable from the general public such that every member of that group could feel their honor is infringed or collective entities such as governments or press companies with a recognised social role and who act with a collective, single will.\nIs there a defamatory object in this statement? \nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 2\n\nStep 2: A disparaging statement is a statement which interferes with the potential victim's right to honour. It is already fulfilled by expressing contempt or disrespect through the allegation of shortcomings that could reduce the victim’s social standing.\nIs there a disparaging statement directed towards the defamatory object?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 3\n\nStep 3: A factual claim is a stetement that can be proven to be true or untrue in front of a court. A value judgment constitutes and expression of personal opinions.\nIs it primarily a value judgement and NOT primarily a factual claim?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 4\n\nStep 4: An abusive insult is a statement that constitutes breaking a taboo by itself and intends only the defamation of the victim without any substantiated contribution.\nIs the statement an abusive insult?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → Step 5\n\nStep 5: A statement is of public interest if it contains a contribution to the public discourse with respect to a particular relevant topic of public interest.\nIs the statement of public interest?\nYes → STOP (NOT criminally relevant according to §§185-187 StGB)\nNo → Step 6\n\nStep 6: A statement is considered abusive criticism if it goes beyond plausible criticism by primarily intending to abusively offend the victim, hereby neglecting a substantiated contribution.\nIs the statement abusive criticism?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\n\n\nAccording to this decision schema, decide whether the following text is criminally revant according to §§185-187 StGB (Defamatory Offense). Answer only with 'True' (criminally relevant according to §§185-187 StGB) or 'False' (not criminally relevant according to §§185-187 StGB).""}, {""role"": ""user"", ""content"": ""\""Alles, was vor dem Holocaust war\"" - war ein heimatloses vagabundierendes Volk, welches sich profitstrebend in andere Volksköper einnistete. - Und nach dem sogenannten Holocaust bekamen sie durch die Mitwirkung der Nationalsozialisten erstmals wieder eine Heimstadt, und in Folge ständige ununterbrochene Widergutmachungszahlungen aus Deutschland. Des gleichen erzogen sie die ganze Welt nur jüdisches Leid wahrzunehmen. Fazit: Sie verdanken dem nationalsozialistischem System unendlich viel!""}]",3,FN
1786,"@Juergen_Fritz Der Hobbit kann richtig die Bitch raushängen lassen. Der Wähler vergisst nicht. Wenn das stimmt, weiß man ja auch, wie er mit seinen anderen Kontrahenten umging. Korrupte Familie Laschet bedient sich Mafiamethoden. Jetzt sorgt der Wähler dafür, dass Laschet verliert",True,False, False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (§§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Step 1: A defamatory object can be a living individual, a group of persons that is distinguishable from the general public such that every member of that group could feel their honor is infringed or collective entities such as governments or press companies with a recognised social role and who act with a collective, single will.\nIs there a defamatory object in this statement? \nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 2\n\nStep 2: A disparaging statement is a statement which interferes with the potential victim's right to honour. It is already fulfilled by expressing contempt or disrespect through the allegation of shortcomings that could reduce the victim’s social standing.\nIs there a disparaging statement directed towards the defamatory object?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 3\n\nStep 3: A factual claim is a stetement that can be proven to be true or untrue in front of a court. A value judgment constitutes and expression of personal opinions.\nIs it primarily a value judgement and NOT primarily a factual claim?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 4\n\nStep 4: An abusive insult is a statement that constitutes breaking a taboo by itself and intends only the defamation of the victim without any substantiated contribution.\nIs the statement an abusive insult?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → Step 5\n\nStep 5: A statement is of public interest if it contains a contribution to the public discourse with respect to a particular relevant topic of public interest.\nIs the statement of public interest?\nYes → STOP (NOT criminally relevant according to §§185-187 StGB)\nNo → Step 6\n\nStep 6: A statement is considered abusive criticism if it goes beyond plausible criticism by primarily intending to abusively offend the victim, hereby neglecting a substantiated contribution.\nIs the statement abusive criticism?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\n\n\nAccording to this decision schema, decide whether the following text is criminally revant according to §§185-187 StGB (Defamatory Offense). Answer only with 'True' (criminally relevant according to §§185-187 StGB) or 'False' (not criminally relevant according to §§185-187 StGB).""}, {""role"": ""user"", ""content"": ""@Juergen_Fritz Der Hobbit kann richtig die Bitch raushängen lassen. Der Wähler vergisst nicht. Wenn das stimmt, weiß man ja auch, wie er mit seinen anderen Kontrahenten umging. Korrupte Familie Laschet bedient sich Mafiamethoden. Jetzt sorgt der Wähler dafür, dass Laschet verliert""}]",1,FN
1788,"„Angela Merkel wird in die Geschichte eingehen als die Kanzlerin, die den offenen Judenhass in Deutschland wieder möglich gemacht hat.  Sie hat die deutschen Juden verraten und verkauft. Und nicht nur die Juden.“  https://t.co/FyHhOkQsek",True,False, False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (§§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Step 1: A defamatory object can be a living individual, a group of persons that is distinguishable from the general public such that every member of that group could feel their honor is infringed or collective entities such as governments or press companies with a recognised social role and who act with a collective, single will.\nIs there a defamatory object in this statement? \nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 2\n\nStep 2: A disparaging statement is a statement which interferes with the potential victim's right to honour. It is already fulfilled by expressing contempt or disrespect through the allegation of shortcomings that could reduce the victim’s social standing.\nIs there a disparaging statement directed towards the defamatory object?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 3\n\nStep 3: A factual claim is a stetement that can be proven to be true or untrue in front of a court. A value judgment constitutes and expression of personal opinions.\nIs it primarily a value judgement and NOT primarily a factual claim?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 4\n\nStep 4: An abusive insult is a statement that constitutes breaking a taboo by itself and intends only the defamation of the victim without any substantiated contribution.\nIs the statement an abusive insult?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → Step 5\n\nStep 5: A statement is of public interest if it contains a contribution to the public discourse with respect to a particular relevant topic of public interest.\nIs the statement of public interest?\nYes → STOP (NOT criminally relevant according to §§185-187 StGB)\nNo → Step 6\n\nStep 6: A statement is considered abusive criticism if it goes beyond plausible criticism by primarily intending to abusively offend the victim, hereby neglecting a substantiated contribution.\nIs the statement abusive criticism?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\n\n\nAccording to this decision schema, decide whether the following text is criminally revant according to §§185-187 StGB (Defamatory Offense). Answer only with 'True' (criminally relevant according to §§185-187 StGB) or 'False' (not criminally relevant according to §§185-187 StGB).""}, {""role"": ""user"", ""content"": ""„Angela Merkel wird in die Geschichte eingehen als die Kanzlerin, die den offenen Judenhass in Deutschland wieder möglich gemacht hat.  Sie hat die deutschen Juden verraten und verkauft. Und nicht nur die Juden.“  https://t.co/FyHhOkQsek""}]",0,FN
1790,"Solange Drosten keine nachprüfbare Dissertation vorlegen kann, ist er für mich der größte Scharlatan und Volksschädling aller Zeiten. Es ist an der Zeit für ihn Gift oder Kugel zu wählen. Der angerichtete Schaden für Wiedergutmachung ist zu groß.",True,False, False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (§§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Step 1: A defamatory object can be a living individual, a group of persons that is distinguishable from the general public such that every member of that group could feel their honor is infringed or collective entities such as governments or press companies with a recognised social role and who act with a collective, single will.\nIs there a defamatory object in this statement? \nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 2\n\nStep 2: A disparaging statement is a statement which interferes with the potential victim's right to honour. It is already fulfilled by expressing contempt or disrespect through the allegation of shortcomings that could reduce the victim’s social standing.\nIs there a disparaging statement directed towards the defamatory object?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 3\n\nStep 3: A factual claim is a stetement that can be proven to be true or untrue in front of a court. A value judgment constitutes and expression of personal opinions.\nIs it primarily a value judgement and NOT primarily a factual claim?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 4\n\nStep 4: An abusive insult is a statement that constitutes breaking a taboo by itself and intends only the defamation of the victim without any substantiated contribution.\nIs the statement an abusive insult?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → Step 5\n\nStep 5: A statement is of public interest if it contains a contribution to the public discourse with respect to a particular relevant topic of public interest.\nIs the statement of public interest?\nYes → STOP (NOT criminally relevant according to §§185-187 StGB)\nNo → Step 6\n\nStep 6: A statement is considered abusive criticism if it goes beyond plausible criticism by primarily intending to abusively offend the victim, hereby neglecting a substantiated contribution.\nIs the statement abusive criticism?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\n\n\nAccording to this decision schema, decide whether the following text is criminally revant according to §§185-187 StGB (Defamatory Offense). Answer only with 'True' (criminally relevant according to §§185-187 StGB) or 'False' (not criminally relevant according to §§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Solange Drosten keine nachprüfbare Dissertation vorlegen kann, ist er für mich der größte Scharlatan und Volksschädling aller Zeiten. Es ist an der Zeit für ihn Gift oder Kugel zu wählen. Der angerichtete Schaden für Wiedergutmachung ist zu groß.""}]",0,FN
1791,Warum wird unser Waffengesetz nicht endlich geändert? Damit man sich bewaffnen und sich gegen diese tollwütigen Tiere wehren kann? Dann kann man die Viecher wenigstens umlegen kann wenn man angegriffen wird. Wollen Merkel und Co das wir Freiwild sind für die ganzen Affenmenschen?Das sind doch Intelligenzmäßig noch Neandertaler ohne menschlichen Verstand.,True,False, False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (§§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Step 1: A defamatory object can be a living individual, a group of persons that is distinguishable from the general public such that every member of that group could feel their honor is infringed or collective entities such as governments or press companies with a recognised social role and who act with a collective, single will.\nIs there a defamatory object in this statement? \nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 2\n\nStep 2: A disparaging statement is a statement which interferes with the potential victim's right to honour. It is already fulfilled by expressing contempt or disrespect through the allegation of shortcomings that could reduce the victim’s social standing.\nIs there a disparaging statement directed towards the defamatory object?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 3\n\nStep 3: A factual claim is a stetement that can be proven to be true or untrue in front of a court. A value judgment constitutes and expression of personal opinions.\nIs it primarily a value judgement and NOT primarily a factual claim?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 4\n\nStep 4: An abusive insult is a statement that constitutes breaking a taboo by itself and intends only the defamation of the victim without any substantiated contribution.\nIs the statement an abusive insult?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → Step 5\n\nStep 5: A statement is of public interest if it contains a contribution to the public discourse with respect to a particular relevant topic of public interest.\nIs the statement of public interest?\nYes → STOP (NOT criminally relevant according to §§185-187 StGB)\nNo → Step 6\n\nStep 6: A statement is considered abusive criticism if it goes beyond plausible criticism by primarily intending to abusively offend the victim, hereby neglecting a substantiated contribution.\nIs the statement abusive criticism?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\n\n\nAccording to this decision schema, decide whether the following text is criminally revant according to §§185-187 StGB (Defamatory Offense). Answer only with 'True' (criminally relevant according to §§185-187 StGB) or 'False' (not criminally relevant according to §§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Warum wird unser Waffengesetz nicht endlich geändert? Damit man sich bewaffnen und sich gegen diese tollwütigen Tiere wehren kann? Dann kann man die Viecher wenigstens umlegen kann wenn man angegriffen wird. Wollen Merkel und Co das wir Freiwild sind für die ganzen Affenmenschen?Das sind doch Intelligenzmäßig noch Neandertaler ohne menschlichen Verstand.""}]",2,FN
1792,"Vielleicht sollte man aber auch richtig durch reissen, u.diese Rot Grün Linken Spinner, die uns nur ausnutzen, nichts können, meist nie gearbeitet haben, weiterhin nach arabischen afrikanischen Sotialparasiten schreien, einfach radikal bekämpfen Ich hab von diesen Parasiten genug",True,False, False,"[{""role"": ""system"", ""content"": ""You are a legal expert for defamatory offenses according the the German Criminal Code (§§185-187 StGB). Help the user decide whether given posts fall within in the scope of these articles.""}, {""role"": ""user"", ""content"": ""Step 1: A defamatory object can be a living individual, a group of persons that is distinguishable from the general public such that every member of that group could feel their honor is infringed or collective entities such as governments or press companies with a recognised social role and who act with a collective, single will.\nIs there a defamatory object in this statement? \nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 2\n\nStep 2: A disparaging statement is a statement which interferes with the potential victim's right to honour. It is already fulfilled by expressing contempt or disrespect through the allegation of shortcomings that could reduce the victim’s social standing.\nIs there a disparaging statement directed towards the defamatory object?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 3\n\nStep 3: A factual claim is a stetement that can be proven to be true or untrue in front of a court. A value judgment constitutes and expression of personal opinions.\nIs it primarily a value judgement and NOT primarily a factual claim?\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\nYes → Step 4\n\nStep 4: An abusive insult is a statement that constitutes breaking a taboo by itself and intends only the defamation of the victim without any substantiated contribution.\nIs the statement an abusive insult?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → Step 5\n\nStep 5: A statement is of public interest if it contains a contribution to the public discourse with respect to a particular relevant topic of public interest.\nIs the statement of public interest?\nYes → STOP (NOT criminally relevant according to §§185-187 StGB)\nNo → Step 6\n\nStep 6: A statement is considered abusive criticism if it goes beyond plausible criticism by primarily intending to abusively offend the victim, hereby neglecting a substantiated contribution.\nIs the statement abusive criticism?\nYes → STOP (criminally RELEVANT according to §§185-187 StGB)\nNo → STOP (NOT criminally relevant according to §§185-187 StGB)\n\n\nAccording to this decision schema, decide whether the following text is criminally revant according to §§185-187 StGB (Defamatory Offense). Answer only with 'True' (criminally relevant according to §§185-187 StGB) or 'False' (not criminally relevant according to §§185-187 StGB).""}, {""role"": ""user"", ""content"": ""Vielleicht sollte man aber auch richtig durch reissen, u.diese Rot Grün Linken Spinner, die uns nur ausnutzen, nichts können, meist nie gearbeitet haben, weiterhin nach arabischen afrikanischen Sotialparasiten schreien, einfach radikal bekämpfen Ich hab von diesen Parasiten genug""}]",2,FN
