id,text,true_label,predicted_label
993548840683539,"Alexander Läßner Die Flüchtlinge nix, aber die Flüchtlingsindustrie , die immer mehr hier her schafft. Kleine Probleme ? Wie einseitig kann man denken. Auch die Kriegspropaganda gehört dazu,. Denn was folgt daraus. Und die Islamisierung unseres Landes und das Überfluten unseres Landes mit Moslimen , die nur Ihren Koran, als Staat und Religion kennen und Toleranz untereinander nicht kennen . Und schon ist der Kreis geschlossen . Deine überaus dämlichen Beleidigungen , kannst Du Dir hinstrecken , wo die Sonne nicht hinkommt. Wer würde das alles finanzieren können, wenn wir nicht unsere Heimat lieben würden brav arbeiten gingen und vor allem brav Steuern zahlen würden? Wer bitte hätte so einen Staat , in dieser Form aufbauen können.? Wer zur Hölle. Und Lustig ich bin auch Migrant und Deutschland ist meine Heimat!",False,False
858382294200195,"[@IND]: Du meinst doch sicherlich die Antifa und Grünen Mitläufer mit asozial, oder?",False,False
1065548856816870,"Genau alle hier checken es also, gut so das wir nicht so naiv sind bringen Gold Geld zurück und gehen dann um die Ecke kleine Kinder und Omas Opas Kloppen und ausrauben und die Klamotten im Geschäfte stehlen!!! Aber Gold Geld und Co, bringen die zurück meine Güte voll die Robin hut's",False,False
884852508219840,Deutschlnd ohne dich wäre eine Sorge weniger.,False,False
470,Die neue Pampers Werbung. |LBR| Nur Kinder von Invasoren die man uns dort zeigt. |LBR| Ich würde keine Pampers kaufen. |LBR| Deutsche sollten nur deutsche Produkte kaufen. |LBR| Und deutsche Werbung.,False,False
885880571450367,Ganz normale Bilder wie wir sie schon seit jahren am 1 Mai in hamburg sehen oder bei den chaostagen in Hannover. Diese Faschisten  sind die neuzeitgestapo der Regierung,False,False
856806847691073,"Das ist mir auch aufgefallen, meisten sind es junge Frauen, die noch grün sind. Vielleicht gehören die zu den versprochenen 77 Jungfrauen.",False,False
1058071417564614,"Merkel lacht sich doch ins Fäustchen! Wie geplant, machen Andere die Drecksarbeit für sie und sie braucht ihre Politik nicht zu ändern, verliert ihr Gesicht nicht. Ha ha ha",False,False
1565,"@RobertMertens16 @stormyseas212 @MoebusAnne @mamjahid Du bist ein fremdenfeindlicher kleiner Volkspfosten, der sich im Netz mal richtig toll fühlt. Wer aber",True,True
1010844958953927,"Was ist denn daran Halbwissen, wenn man die zwei Schwuchteln nicht leiden mag? Ich bin wohl wirklich unkultiviert, da ich den Sinn von deren Sendung nicht verstehe! Was hat das für einen Unterhaltungswert, wenn die Deppen sich gegenseitig die Daumen in ihre Ärsche stecken? Und solche Versager wollen mir eintrichtern, dass ich dumm bin! Hahaha, da muss schon jemand kommen, der intelligenter ist.",True,False
1105666222805133,Geh mal in DD in die Innenstadt! Da gibt es genug Muselmänner. Alle schwer traumatisiert und gezeichnet von den furchtbaren Kriegen und Folterungen ;),False,True
982668571771566,Diese Feiglinge..lassen ihre Familien zurück und kämpfen nicht für diese aber können Steine werfen. ..Da sieht man mal wie die ticken,False,False
1035142839857472,"So jetzt auch Probleme in Hamburg, und wieder Nordafrikaner dreck!!",False,False
1088778541160568,"Da kann man noch hoffen!!! Vielleicht, ich hoffe es läuft bei uns ähnlich die Nonsensparteien müssen endlich weg!! Weg mit dieser Inkompetenzshow in Berlin!!",False,True
1111375498900872,richtig so....anders kann man ja nicht verhindern das die Schmarotzer das Geld nach Hause schicken und wirklich nur für sich nutzen,False,False
1057763907595365,"Was muß diese Frau unser Deutschland hassen. Denn ihr Deutschland ist es niemals, sonst würde sie dieses Land mit einer fremden Kultur nicht überschwemmen.",False,False
882270231811401,Frank Golz !!! Hohl hohl hohl !!! Das es solche Menschen noch gibt ???,False,False
819,@Quatrofinia @ulschzi @Tinimaus1110 Ich will dieses Arschloch nicht auf freiem Fuß wissen...egal in welchem Land..!,False,False
683,"Bei #Halbneger meldet sich Till #Schweiger grosskotzig zu Wort, bei Mord an #Mila Valentin hört man nichts von diesen Heuchler.",False,False
1063737950331294,"Das wird sich ändern, wenn der Prozentsatz der Fudschies in den Klassen weiter so rasant ansteigt..",False,False
951558961549194,tsssss....euer rumgejammer...schaut mal.europa geht pleite.sobald unser geld nix mehr wert ist brauchen wir wieder billigarbeiter.nix mehr mit tarifverträge und mindestlohn...nene diese asylbewerber werden früher oder später wie sklaven für uns arbeiten dürfen....ich hoffe nicht das das wirklich der plan ist aber irgendwie schauts bissl danach aus.,False,False
857454397626318,"Mit friedlichen Demonstrationen erreicht ihr gar nichts. Die lachen sich doch nur schrott. Jemand, der nichts zu befürchten hat, der macht weiter, so tickt nunmal die menschliche Psyche. Mein Gott, laß euch doch nicht dauernd von dem blöden Nazi-Gerede einschüchtern. Ich muß kein Nazi sein um was gegen die Islamisierung zu haben und radikal erst recht nicht.",False,False
1052457508126005,"Thomas Miles Der war aus Eritrea. Und zwar wurde er in der Nacht von Montag zu Dienstag gefunden und logischer Weise, da Pegida montags unterwegs ist, konnte es nur Pegida gewesen sein, ansonsten auch, wer sonst? Großes Bla Bla. Empörung usw.  Seine Mitbewohner fühlen sich in Dresden nicht mehr sicher. Großes Plakat und derjenige der das Plakat gehalten hat, wars.  Die hatten Streit wegen der Wachmaschinenbenutzung und da wird eben der andere abgestochen. Oder nicht. Die Dementierung kommt dann meistens nicht.",False,False
1095917270446695,...kann man die nicht mit Gummigeschossen beräumen??,False,False
894699097235181,"Sowas von Realitätsverlust, der braucht dringend Ärztliche Hilfe!
Worte sind wie Schall und Rauch, an ihren Taten sollt ihr sie messen!
Hassprediger , Salafisten, Parallelgesellschaften, ISIS, Boko Haram, geschändete und abgeschlachtete anders Gläubige. Warum sollen die Moslems hier anders sein?
Man hört und sieht sie nicht in ihrem Protest!",False,False
882739545097803,"Passt genau zu dem Bericht über den, von unseren ach so traumatisierten Fachkräften aufgebauten Drogenring, die Gegend stimmt auch, Zwickau, Plauen und Umgebung hieß es im Polizeibericht!",False,False
873,@HolgerEwald1 @Westminster1000 made my day. Dummheit wurde schon immer bestraft. Die sind sogar so bekloppt das sie jetzt Teddys für Idioten werfen würden.,False,False
1096627693708986,"warscheinlich niemand geburt so. aber 1. der islam erzieht die islamisten so, dass sie gegen der unglaeubigen alles machen dürfen. 2. in europa sehen die islamisten das, dass sie tatsaechlich alles machen dürfen.",False,False
945853292119761,Weg mit dem Dreck ich verstehe unter Flüchtlingen alte und Kinder nicht welche die ihr Land verteidigen sollten.,False,False
1010693522302404,Theo Brenner Suchen Sie mal einen Pathologen auf damit er Ihren Hirntod bestätigt !,True,False
857526484285776,Geh und lies in deinem verstaubten Märchenbuch und knüpf deiner Aishe das Kopftuch zu : -),True,True
963533487018408,"Ich fordere den Kauf einer der griechischen Insel, um diese Idioten dahin zuverfrachten!",False,False
895399477165143,"SChön, im Namen Allah verlieren zur Zeit 1000 Menschen  am Tag ihr Leben dieser Spinner will das nicht wahrhaben. Das ist Volksverhetzung pur.",False,False
385,"Piepser, ich war shoppen, Hemd gekauft in 44 ""Slim"" &gt;&gt;&gt; Schietkrom, dor passt doch nur so`n süddeutscher Sprottenbuckel rinn 😜",False,False
1265,"Du Fotze Du Hurensohn Du Kinderfickerin Du Kibdrrficker Du Inzucht PÄDOOHILE Scheiße Du sendest mir deine perverse Sex PÄDOPHILE Kinder Pornographie Filme auf mein Handy Hast Du Lack gesoffen du krankes Inzucht Objekt aus der Gruppe Sprüche Deine Adresse habe ich, dich komme ich besuchen, und dann werde ich dich eiskalt abstechen geh dich bitte erschießen du PÄDOPHILE Drecksau",True,True
1152533004785121,"jegliche Spenden zukünftig verweigern. Wenn sie auf der Straße oder an der Haustür betteln, sofort in die Schnauze hauen. ( 62j. und kein Mitglied bei der AFD ) übrigens nach meiner Kenntnis ist die AWO eine Organisation der S - charia P - artei D - eutschland- !",False,False
109,"@Dauerquerulant Sie meinte, ich solle die Mäuse allein fangen - zu flink die Viecher, ich würde verhungern 😂",False,False
1012232922148464,Das ist extrem:(good bye freedom im Deutschland.Merkel zahle fur das,False,False
676,"@ibikus31 @BlondJedi @Beatrix_vStorch @CDU @CSU @spdbt @Die_Gruenen @RegSprecher @GottfriedCurio @fdp @Linksfraktion Weil der Rest, also der überflüßige MÜLL, im BT, so PERVERS,PÄDOPHIL,RASSISTISCH,GIERIG,MACHTGEIL,KRIMINELL,IDEOLOGISIERT,POPULISTISCH,HETZERISCH,ANTIDEUTSCH,WURZELLOS und häßlich wie Claudia Roth oder Stegner sind. Kohn Bendit ist auch so einer,der seine Rechnung bekommen sollte",True,False
215,"@ThunderRainman @arian_elquaida ...nicht ""vor der Tür"", sondern im Haus. Es wird HÖCHSTE Zeit, dass es eine Grundreinigung des Hauses gibt 😜",False,False
945896408782116,"ach gottchen,jetzt jammern die weiber rum,wegen beläßtigung u sind pikiert!aber wenn es darum geht sich auszutauschen,komm ""ach,ich interessiere mich nicht für politik!"" ja,hättet ihr aber mal sollen!!!dann gäbe es gewisse probleme nicht!!!aber ihr kümmert euch lieber um eure strähnchen u die nägel u schuhchen.aber da,wo es mal wichtig wäre,sich zu informieren,den mund aufzumachen,wo es mal nicht um äußerlichkeiten geht,winkt ihr gelangweilt ab!!!!
selbst schuld!
u hört endlich auf zu jodeln,was andere von euch denken könnten!geht es bei allem,was ihr tut,um die meinung anderer?!
wie erbärmlich...wir im osten leben seit rostock u hoyerswerda mit dem nazistempel auf der stirn u jetzt erst recht...mir ist das egal!!!",False,False
882694678435623,Ja die ostdeutschen lassen sich nicht so schnell auf Gehirnwäsche der Politik ein. In den alten Bundesländern lief die Gehirnwäsche schon paar Jahre länger. Aber würde es ans persönliche gehen ( auto angeben damit die Asylanten beweglicher sind usw) fällt ihnen vielleicht die Schuppen aus den Augen.,False,False
857427124295712,"Eins muss ich ja mal sagen, lasst euch nicht von Trollen provozieren!!
Ich finde, bzw mir ist es wichtig, dass jede/r seine Meinung sachlich kundtuen soll. Es kann nicht sein, dass hier stetig Menschen beleidigt werden. Ob jetzt Pegidaanhänger, oder Gegner.

Mir soll ein Gegner bitte mal erklären, was an dem Positionspapier rechts sein soll. Kommt mir nicht mit ""Das wird nur als Deckmantel genutzt"", denkt ihr auch so bei einem Parteiprogramm von z.B der CDU??

Und nochmal was zum Thema Islamisierung, der Fall von der 19-jährigen hochschwangeren Maria, die von Moslems ermordert wurde, wird nicht bis garnicht in den Medien erwähnt. Erinnern wir uns mal ein paar Wochen zurück bei dem Fall von Tugce, das war tagelang in den Medien, weil hier das Opfer eine Türkin war. Nun stellt euch nur mal vor, es hätten 2 Deutsche eine Türkin ermordert, das würde in den Medien rauf und runter laufen mit ARD-Sondersendung.

Die Täter kommen glimpflich davon, wärenddessen der Deutsche 25 Jahre Haft bekäme. Das zum Thema ""alle sind vor dem Gesetz gleich"". 

Und daran ist die Politik Schuld, und genau deswegen gehen Leute auf die Straße!! Weil sie einfach keine Lust mehr darauf haben verarscht zu werden!!! 

Und das hat nichts mit rassistisch zutun, wenn verlangt wird, dass die Gesetze für jeden gelten und auch angewandt werden sollen, egal welcher religiösen Herkunft oder wie auch immer!!!",False,False
1284,Du bist ein hurenson,True,True
862103940494697,"Schmeißt doch endlich mal das krupvolk hier raus , kann die  unnötigen Kommentare nicht mehr sehn . Die sind sowieso nur da um stress zu schieben . Man sieht es doch immer von der gegen Demo , einfach nur Hirnlose Voll Idioten . Da sieht man wieder wie die Asylanten sind , und die Eltern von denen sind kein stück besser .",False,False
309,@emrich_5933 @DuHugonotte @CDU Wo war das Merkel‘sche Entsetzen beim „Unfall“ in Cuxhaven? Wahrscheinlich weil kein Politiker betroffen war!,False,False
858361400868951,Die Deppen sind genervt von der Polizei https://www.facebook.com/pegidawatch/photos/pcb.693425560767071/693424614100499/?type=1&theater,False,False
856848874353537,"# Ihr seid einfach nur ""DUMM""!!
Sind das etwa Vorurteile? *tztztz*

# Schaut euch mal an wer hier tatsächlich Europa überschwemmt
Ja, das haben wir angeschaut!

# ihr erbärmlichen Kreaturen!
Beleidungen? *tztztz*",True,True
1038624159509340,Nicht nur in Österreich ist die Lage von Tag zu Tag immer bedrohlicher. Auch hier in Doitschelandistan will das Merkel-Regime die ISlamisierung gegen alle Widerstände durchboxen. Es wird allerhöchste Zeit für einen Regime-Change. Ja. Wir können das.,False,False
857401474298277,"Da ist er schon, der erste panische Gutmensch und Selbsthasser, der nicht lesen kann und schnell versucht irgendeine antideutsche Propagandaphrase abzulassen.",False,False
857953544243070,"Dont burn the books, LEARN FROM THEM. The communists want to destroy us and our nations!! READ THE PROTOCOLS OF THE LEARNED ELDERS OF ZION!!!!!!",False,False
338,@zeitonline Eines ist Fakt...wer vor Assad flieht der führt nichts gutes im Schilde. |LBR| Alle wissen das doch niemanden interessiert es..!,False,False
858648884173536,"ihr Osis klaut uns Ausländern erst die Arbeitsplätze, und jetzt hetzt ihr auch noch.
Kauf dir schonmal ne Burka wenn Du soviel Angst hast vor dem Islam, die köpfen nämlich mit vorliebe hässliche Menschen.
Ach und noch etwas, bleib bitte im Osten, hier im Westen sind wir ganz viele!!!",False,False
1056478657723890,"Da fehlen noch Hirnlos Künast, Marionetten Altmeyer und der GAUCKler",True,False
961014363936987,"Da den verbloedeten Linksversifften nie irgendwelche guten Gegenargumente einfalllen, weissen sie fuer gewoehnlich auf voellig themenirrelevante Themen wie Rechtschreibung oder Grammatik hin.",False,False
951674248204332,"Guten Morgen, jeder der über folgenden Vorfall schon irgendwo las, wusste woher der Wind weht, eine ""Gruppe Jugendlicher"" bzw. ""eine Gruppe junger Männer"" verprügelte einen gewissen Marcel Rohrlack, den Sprecher der Grünen Jugend in München.

Nach dem Besuch des CSD, bei dem er als Frau verkleidet war, traf er die Bereicherer, bzw. sie trafen ihn.

Nun sind wir weit entfernt davon, schadenfreudig zu sein, es gibt keinerlei Rechtfertigung dafür, was ihm passiert ist, aber wer denkt Herr Rorlack zöge die richtigen Schlüsse, weit gefehlt, schaut Euch den Link an und staunt. 

http://www.pi-news.net/2015/07/muenchen-gruene-transe-von-kulturbereicherern-verpruegelt-afd-ist-schuld/#more-471024

Ein Auszug aus dem Text von www.pi-news.net 

(...)Als diese Woche die deutschen Medien berichteten, Marcel Rohrlack, der Sprecher der Grünen Jugend in München sei nach dem Besuch des CSD, bei dem er als Frau verkleidet war, von einer „Gruppe junger Männer“ geschlagen worden, gab es zuerst keine konkrete Täterbeschreibung. Diese wurde jetzt von der Polizei nachgereicht und nun ist klar, was eigentlich bei dieser fehlenden Täterbeschreibung jedem noch wirklich Denkenden schon die ganze Zeit dämmerte: „Südländer“ waren die eifrigen Überbringer von Kulturgut in Form eines Schlages, der Rohrlack die Brille zerstörte, ein blaues Auge und eine Wunde hinterließ, die genäht werden musste.

Inzwischen gab es eine Solidaritätsdemo für den Grünen und jede Menge Empörung von grün bis rot, durch alle Medien und auch wieder zurück – ohne freilich auch nur ansatzweise die Ursache jener sogenannten Homophobie zu diskutieren, die die Kulturschätzchen veranlasst hat, einem Unterstützer von Islamisierung und Masseneinwanderung das Dankesgeschenk eines Veilchens zu machen.(...)

#PEGIDA #DresdnerThesen #München #Einzelfall",False,False
412,"@welt Gabriel hat sich gemeldet weil er auch mal was sagen wollte!! Diese Witzfigur nimmt doch keiner erst, weltweit nicht!!",False,False
946266898745067,"Warmer abriss warmer abriss und die Bude von dem gesocks was sowas genehmigt, veranlasst gehört gleich mit in Brand gesteckt pfui teufel",False,True
1152508174787604,Leute merkt euch diese awo Dreckfressen. Eines Tages gibt's vielleicht was aufs Maul.,False,False
1058042510900838,"Monika Nitzsche das bringt in dem Falle gar nichts, weil die ganze linke Bande ja für diesen Irrsinn ist, da hilft nur noch ,alle verhaften und in den Flüchtlingslagern den neuen Heiligen die Scheiße wegräumen lassen, das würde vielleicht was bringen ;)",False,False
857360610969030,Aba die deutschen sonen Nazis sein... Ihr seit doch  viel schlimmer,False,False
951875351517555,"Mal sehen wie lange sie noch brüllen ""Refugees are welcome!"". Ich finde, unsere Politiker brauchen deutlich öfter einen Schlag in die Fresse. Sorry, aber etwas anderes haben sie in meinen Augen nicht verdient! Und JA, in diesem Fall bin ich schadenfroh, na und.",False,True
858003777571380,"Ja, ganz toll. Ihr seid eine Schande für Deutschland!",True,True
858250710880020,"Und dann freut sich ein Herr Sven Statz der endlich wieder einen dunkelhäutigen Menschen als ""Schwarzbrot "" bezeichnen kann obwohl der Herr die Grammatik seiner Sprache selbst nicht völlig beherrscht ...",False,False
911,"@christelmett @artepmobil Alle ""pro Erdogan"" Türken sofort rückführen und falls im Besitz der d. Staatsbürgerschaft sofort aberkennen! = 👍",False,False
988264421211981,Helfen gerne aber als Nachbarn nein danke. Wir werden aber dazu gezwungen mit diesen Wandalen Tür an Tür zu wohnen.,False,False
634,Der Islam hat sich in den Sechzigern nicht integriert warum geht ihr davon aus dass er sich jetzt integrieren möchte? So dumm kann doch kein Mensch sein. |LBR| #illner,False,False
877120868993004,"Na die Fachkräfte kennt man ja. Drogendealer, Frauenschläger und ähnliches Gesockse",False,False
857644467607311,Und Du ein Muraddin :) -- Komische Islamisierte Mischpoke Du,True,False
894824053889352,"Kann bei dem leider nicht mehr kommentieren, da ich nach einem Kommentar auf seiner Seite gesperrt wurde - dabei stand dort weder was rassistisches, noch was beleidigendes oder so drin...:

Sehr geehrter Herr Jürgen Todenhöfer,

selten habe ich so einen Schmarrn gelesen! Bringen Sie doch nicht das Christentum mit den Öl-Kriegen (welche ich absolut kritisiere) in Verbindung. Denn auch wenn sowohl die früheren Kolonialherren als auch die heutige Finanzmafia samt ihren Schergen aus dem christlichen Abendland kommen, so geschehen diese Kriege nicht im Namen des Christentums und kein Christ kann sich dabei auf die Bibel oder die Lehre Jesu Christi berufen!

Ob es diese Islamische Gewalt nicht gäbe, das bezweifel ich aber dennoch. Denn Gewalt von dieser Seite gibt es ohne Pause seit Entstehung des Islams. Mit den Kreuzzügen, eine Reaktion auf 400 Jahre muslimischen Terrors, konnten wir uns zeitweise etwas Erleichterung verschaffen. Vor Wien konnten wir sie schlagen und aus Spanien wieder vertreiben. Aber heutzutage hilft das Alt-68er Gesocks, die internationale Gutmenschenmafia und die Lobby der Sozialindustrie denen bei der Infiltrierung Europas. Traurig dieser Verrat von innen!

In Richtung schwächerer Staaten ist der Islam so grausam, brutal und rücksichtslos wie eh und je. Ob in Nigeria, Sudan, Irak oder Syrien, überall werden Christen, Atheisten, Anhänger von Naturreligionen und andere abgeschlachtet wie Vieh. Ja selbst die an sich sehr friedfertigen Buddhisten in Indoniesien wehren sich inzwischen mit Waffengewalt da sie permanent unterdrückt und bedroht werden. Leider gelingt es den verlogenen Moslems selbst dort, sich schön brav als unschuldige Opfer darzustellen.

Und daß in den letzen 200 Jahren kein arabisches Land ein westliches Land überfallen hat, das hat einen allereinzigen Grund:

Überlegene westliche Waffentechnik!

Herr Todenhöfer, Sie sollten nicht so tun als ob sie auf der Seite des Westens stünden oder neutral wären. Ich kann mich noch gut an ihre manipulierten Bilder aus dem Gazastreifen erinnern. Bei allem Respekt vor ihrem Mut, diese Krisengebiete zu bereisen, was Sie journalistisch machen ist alles andere als saubere Arbeit! Das Faken von Reportagefotos ist ein absolutes NoGo und ein Armutszeugnis für jeden ehrbaren Journalisten!",False,False
1052405014797921,"War da letztens nicht so ein Bericht vom Verfassungsschutz oder so ähnlich, über die aufkommende Pogrom-Stimmung in Deutschland?

Wie weit darf sich eine Regierung von ihrem Regierungsauftrag entfernen?

Und wenn sie sich soweit davon entfernt hat, dass sie den Schutz der eigenen Bevölkerung gar nicht mehr wirklich verfolgt oder verfolgen kann, dann ist es Zeit für eine Abwahl/Neuwahl.... damit diese Art von Briefen nie wieder notwendig sind.... Schlimm dass der nette Polizei Onkel so etwas schreibt (schreiben muss).... pure Hilfslosigkeit!!

Die Pegida fordert schon lange eine Verstärkung der Polizei.... und dann so ein Brief?

Eisenstiefel an und weg mit dieser linksrotgrünen Faschistentruppe",False,False
616,@BlondJedi @Boelscheline Hey Charr...du bist kein guter Boxer...im Ami-Land haut dich jeder Sparingspartner wech du Pfeife...! |LBR| @ManuelCharrr,True,True
1010248652346891,"Bis ""Deutschland"" stimme ich Ihnen VOLL zu. Was mich nur stört, ist die Tatsache, dass jeder Flüchtling (von Teilen unserer Gesellschaft)  von vorn herein als ""Terrorist"" betrachtet wird. Im übrigen verstehe ich nicht warum z. B. Tunesier und Marokkaner in unserem Land geduldet werden ( selbst wenn sie kriminell werden) ???",False,False
970,"In Deutschland gilt derjenige, der auf Probleme hinweist, als viel gefährlicher, als derjenige, der die Probleme verursacht. Es müssen wohl noch viele Kinder erstochen, Homosexuelle gejagt &amp; Frauen auf bestialische Art &amp; Weise vergewaltigt werden, bis die Politik aufwacht!",False,False
1038623186176104,Nur noch Verräter,False,False
862,"@KokoLores20 @Heinrich_Krug Wir werden auf Jahre hin verseucht.....dieses Unkraut, auch dieses in den eigenen Reihen, kriegen wir nie wieder los...!!",False,True
945849142120176,"stolzen deutschen Nation, aber sie sehen nicht, wie die Muslime zu zerstören Deutsch",False,False
1035180829853673,PEGIDA ist die einzige Rettung Deutschlands wenn man sieht was dieses Gesockse wieder am Kölner Bahnhof gemacht hat!,False,False
1069269819778107,"Kretschi: Senil, debil, Hohlraumdübel und Gehirnprothesenträger.",True,False
982668075104949,"Ungarn hat die Grenzen dicht gemacht aber die Illegalen machen sich jezt über Kroatien auf den Weg in das gelobte Land. Seitdem Merkel mit ihrer ungedeckelten Willkommensdiktatur die Büchse der Pandora geöffnet hat gibt es auch für den letzten ""Flüchtling"" kein Halten mehr. Dabei spielt es keine Rolle mehr ob man wirklich aus einem Kriegsgebiet, einem Flüchtlingslager oder aus einem sicheren Land kommt. Für alles was jetzt folgt sind Merkel und Gabriel aber auch all die verstrahlten Luftballonschwenker von den Willkommensbahnsteigen verantwortlich. Und wer noch immer nicht begriffen hat was auf uns zukommt sollte sich die Bilder vpn der ungarischen Grenze schon eimal ganz genau ansehen.",False,False
608,"Wenn der Islam in Europa wirklich eines Tages die Überhand gewinnt, dann werden die linksgrünen Bahnhofsklatscher die ersten sein die ihre Köpfe verlieren. Denn auch der Islam hasst Verräter.",False,False
961083440596746,Udo Görtz ist nicht nur dumm sondern ein ganz Schlauer....er hat sich auch noch angesprochen gefühlt....was für ein Idiot...,True,True
842,"@schneeridara @twittonium Selbstverständlich. Fett gepamperte Zugpferde sämtlicher arabischer Islamlobbys. Wenn diese am Ziel sind, werden die Damen unter das Kopftuch ""entsorgt""",False,True
982690255102731,Ramon De la Perez Fluchbenzin gegurgelt oder keine Steine mehr von der Antifa bekommen ? so eine Blitzbirne ^^,True,False
876262615745496,"Der Islam ist nicht friedlich, schaut eu doch den Koran an..",False,False
935295236508900,Bist bestimmt sauer weil dein papa noch andere Kinder belästigt hat.,False,False
894901507214940,"Warum kommen solche Deutschlandhasser überhaupt in die Nachrichten? Das sind die wahren Leute der Lügenpresse! Das sind die ""anständigen"", die Steine werfen. Der Herr Fischer hat es ja schließlich auch zu was gebracht. Erbärmlich dieses Volksverräter!!!",False,False
475,Der #Islam gehört zu Deutschland |LBR| heißt auch |LBR| Der #Terror gehört zu Deutschland |LBR| Danke Fr #Merkel für diese Errungenschaft,False,False
1012240715481018,"Lieber Lutz, auf was für Seiten du dich aber auch zu bilden und zu informieren versuchst. Das kann ja nur in die Hose gehen ??????????????",False,True
849,Jetzt wird Deutschland überschwemmt werden aber die Idioten wollten es ja nicht anders.,False,False
941,@AkifPirincci @krippmarie Joschka war einst der größte Stinkstiefel ein Unruhestifter...bis man ihn zum gutbezahlten Minister ernannte.... |LBR| Sagt das nicht viel aus...?,False,False
951869571518133,Wenn da irgend welche in mein Eltern Haus sollen dann garantiere ich für nichts.,False,False
977103645661392,"Uns stehen schlimme Zeiten bevor... Wer das nicht sehen will, muss entweder blind, naiv oder total verblendet sein! Lest Euch das mal bitte durch! Unfassbar, was für Leute hier ins Land geholt werden!  Überhaupt sind die Polizeiberichte aus Sachsen in letzter Zeit sehr lesenswert, wenn Ihr versteht was ich meine... Tausend Dank ""liebe"" Politiker! :p  Glaubt ja nicht, dass wir uns an solche Zustände gewöhnen werden! NIEMALS! https://www.polizei.sachsen.de/de/MI_2015_38067.htm",False,False
1084439864927769,Blitzabschiebung! Jeden Mistkerl der nach den Terroranschlägen jubelt in ein Flugzeug und ohne Fallschirm über der arabischen Wüste abkippen.,False,False
1111904338847988,"Was für ein Schwachmatenverein. Glaubt ihr eigentlich das, was ihr erzählt oder seid ihr inzwischen einfach nur noch von eurem eigenem Budenzauber berauscht? Traurig, wie ihr den Ruf ein ganzen Region in den Dreck zieht.",False,False
